Ticker,Revenue_2024_USD_m,EBITDA_2024_USD_m,Shares_out_mm,Net_debt_USD_m,Cash_USD_m,Net_income_2024_USD_m,Current_price,Source
SE,13100,1300,590,3200,6800,850,75.5,Sea Limited Form 20-F filed 25-Apr-2024 (static)
